_LINE,_FIVETRAN_SYNCED,QUARTER,LATITUDE,CUSTOMER_ID,GENDER,TECH_SUPPORT,SENIOR_CITIZEN,STREAMING_TV,ZIP_CODE,INTERNET_SERVICE,BIRTH_DATE,PAYMENT_METHOD,CHURN_REASON,PARTNER,DEVICE_PROTECTION,TOTAL_CHARGES,CHURN_LABEL,MULTIPLE_LINES,ONLINE_BACKUP,CITY,PAPERLESS_BILLING,LONGITUDE,MONTHLY_CHARGES,ONLINE_SECURITY,DEPENDENTS,PHONE_SERVICE,CLTV,STATE,COUNTRY_CODE,DATE_JOINED,STREAMING_MOVIES,CONTRACT,TENURE_MONTHS
1612,2025-10-29 13:44:01.472 Z,2020Q2,-29909,3565-UNOCC,Female,No,Yes,Yes,30111,Fiber optic,1941-09-17 00:00:00.000 Z,Bank transfer (automatic),Competitor offered higher download speeds,Yes,Yes,5546.8,Yes,Yes,No,Palembang,Yes,1047567,99.05,No,No,Yes,27734,Sumatera Selatan,ID,2020-05-03 00:00:00.000 Z,Yes,Month-to-month,56
2451,2025-10-29 13:44:01.592 Z,2020Q4,-72575,7706-DZNKK,Male,No internet service,No,No internet service,60119,No,1963-07-13 00:00:00.000 Z,Credit card (automatic),,No,No internet service,1022.5,No,No,No internet service,Surabaya,Yes,1127521,20.45,No internet service,No,Yes,4090,Jawa Timur,ID,2020-11-20 00:00:00.000 Z,No internet service,Month-to-month,50
74,2025-10-29 13:44:01.089 Z,2021Q2,35952,3580-REOAC,Male,No,No,No,20111,DSL,1975-11-09 00:00:00.000 Z,Credit card (automatic),Poor expertise of phone support,No,No,1883.7,Yes,No,No,Medan,Yes,986722,44.85,No,No,Yes,7534.8,Sumatera Utara,ID,2021-06-25 00:00:00.000 Z,No,Month-to-month,42
3047,2025-10-29 13:44:01.663 Z,2025Q3,-51477,5327-CNLUQ,Male,No,No,Yes,90111,Fiber optic,1968-04-16 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,-775.2,No,Yes,Yes,Makassar,Yes,1194327,96.9,Yes,No,Yes,-775.2,Sulawesi Selatan,ID,2025-08-18 00:00:00.000 Z,No,Two year,-8
3677,2025-10-29 13:44:01.738 Z,2020Q2,-69175,9802-CAQUT,Female,No,No,Yes,40111,Fiber optic,1994-08-20 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,6025.25,No,Yes,Yes,Bandung,No,1076191,109.55,Yes,Yes,Yes,30126.25,Jawa Barat,ID,2020-06-25 00:00:00.000 Z,Yes,Two year,55
128,2025-10-29 13:44:01.131 Z,2021Q4,-86705,5609-CEBID,Female,No,Yes,No,80114,Fiber optic,1956-02-24 00:00:00.000 Z,Electronic check,Long distance charges,No,Yes,3481.7,Yes,Yes,Yes,Denpasar,Yes,1152126,94.1,No,No,Yes,1.04450999999999e+16,Bali,ID,2021-11-30 00:00:00.000 Z,Yes,Month-to-month,37
4643,2025-10-29 13:44:01.835 Z,2025Q2,-29909,0430-IHCDJ,Male,No,No,No,30111,DSL,2005-10-11 00:00:00.000 Z,Electronic check,,No,No,-294,No,Yes,No,Palembang,Yes,1047567,49,No,No,Yes,-294,Sumatera Selatan,ID,2025-06-14 00:00:00.000 Z,No,Month-to-month,-6
279,2025-10-29 13:44:01.191 Z,2020Q3,-72575,5536-RTPWK,Male,No,No,Yes,60119,Fiber optic,2003-12-07 00:00:00.000 Z,Bank transfer (automatic),Competitor offered higher download speeds,Yes,No,5348.7,Yes,Yes,Yes,Surabaya,Yes,1127521,99.05,No,No,Yes,26743.5,Jawa Timur,ID,2020-07-13 00:00:00.000 Z,Yes,Month-to-month,54
1932,2025-10-29 13:44:01.520 Z,2022Q3,-51477,0318-ZOPWS,Female,No internet service,No,No internet service,90111,No,2004-10-18 00:00:00.000 Z,Bank transfer (automatic),,Yes,No internet service,584.35,No,No,No internet service,Makassar,Yes,1194327,20.15,No internet service,No,Yes,1.75305e+16,Sulawesi Selatan,ID,2022-08-08 00:00:00.000 Z,No internet service,Two year,29
3486,2025-10-29 13:44:01.713 Z,2022Q3,35952,8548-AWOFC,Male,Yes,No,No,20111,DSL,1961-08-02 00:00:00.000 Z,Electronic check,,Yes,No,1723.95,No,Yes,No,Medan,No,986722,63.85,No,No,Yes,5171.85,Sumatera Utara,ID,2022-09-26 00:00:00.000 Z,Yes,Month-to-month,27
66,2025-10-29 13:44:01.085 Z,2024Q2,-69667,4385-GZQXV,Female,Yes,Yes,Yes,50135,Fiber optic,1936-08-04 00:00:00.000 Z,Electronic check,Product dissatisfaction,No,No,566.7,Yes,No,No,Semarang,Yes,1104167,94.45,No,No,Yes,566.7,Jawa Tengah,ID,2024-06-30 00:00:00.000 Z,Yes,Month-to-month,6
5338,2025-10-29 13:44:01.903 Z,2021Q3,-69175,5956-YHHRX,Male,No,Yes,Yes,40111,Fiber optic,1942-01-31 00:00:00.000 Z,Electronic check,,No,Yes,4174,No,Yes,Yes,Bandung,Yes,1076191,104.35,No,No,Yes,16696,Jawa Barat,ID,2021-09-03 00:00:00.000 Z,Yes,Month-to-month,40
6038,2025-10-29 13:44:01.968 Z,2024Q3,-86705,0147-ESWWR,Female,Yes,Yes,Yes,80114,Fiber optic,1940-09-22 00:00:00.000 Z,Electronic check,,Yes,No,405,No,Yes,No,Denpasar,Yes,1152126,101.25,No,No,Yes,405,Bali,ID,2024-08-19 00:00:00.000 Z,Yes,Month-to-month,4
6197,2025-10-29 13:44:01.979 Z,2025Q3,-69175,6131-JLWZM,Female,No internet service,No,No internet service,40111,No,1987-01-23 00:00:00.000 Z,Mailed check,,No,No internet service,-182.7,No,No,No internet service,Bandung,Yes,1076191,20.3,No internet service,No,Yes,-182.7,Jawa Barat,ID,2025-09-13 00:00:00.000 Z,No internet service,Month-to-month,-9
6884,2025-10-29 13:44:02.043 Z,2025Q3,-29909,4707-MAXGU,Male,No internet service,No,No internet service,30111,No,1997-07-29 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,-180.95,No,Yes,No internet service,Palembang,No,1047567,25.85,No internet service,No,Yes,-180.95,Sumatera Selatan,ID,2025-07-21 00:00:00.000 Z,No internet service,Two year,-7
1660,2025-10-29 13:44:01.476 Z,2022Q4,-69667,3223-WZWJM,Male,No,No,No,50135,Fiber optic,1980-01-09 00:00:00.000 Z,Electronic check,Competitor offered higher download speeds,No,No,2182.7,Yes,Yes,No,Semarang,Yes,1104167,83.95,No,No,Yes,4365.4,Jawa Tengah,ID,2022-10-21 00:00:00.000 Z,Yes,Month-to-month,26
4859,2025-10-29 13:44:01.855 Z,2024Q4,-72575,4676-WLUHT,Male,No,No,No,60119,DSL,1992-04-09 00:00:00.000 Z,Bank transfer (automatic),,No,No,46.2,No,No phone service,Yes,Surabaya,No,1127521,46.2,Yes,No,No,46.2,Jawa Timur,ID,2024-11-21 00:00:00.000 Z,Yes,Two year,1
3997,2025-10-29 13:44:01.768 Z,2020Q2,-69175,2187-PKZAY,Male,No,No,No,40111,Fiber optic,1996-04-14 00:00:00.000 Z,Bank transfer (automatic),,No,No,4397.25,No,No,No,Bandung,Yes,1076191,79.95,No,No,Yes,21986.25,Jawa Barat,ID,2020-06-23 00:00:00.000 Z,Yes,Month-to-month,55
2091,2025-10-29 13:44:01.544 Z,2022Q2,-69667,2985-JUUBZ,Male,No,No,Yes,50135,DSL,1975-04-29 00:00:00.000 Z,Electronic check,,Yes,Yes,2311.05,No,Yes,No,Semarang,Yes,1104167,74.55,No,Yes,Yes,6.93315e+15,Jawa Tengah,ID,2022-06-09 00:00:00.000 Z,Yes,Month-to-month,31
3502,2025-10-29 13:44:01.720 Z,2023Q2,-69667,1302-UHBDD,Male,No,Yes,Yes,50135,Fiber optic,1950-01-25 00:00:00.000 Z,Electronic check,,No,No,1709.05,No,No,No,Semarang,No,1104167,89.95,No,No,Yes,3418.1,Jawa Tengah,ID,2023-06-06 00:00:00.000 Z,Yes,Month-to-month,19
5718,2025-10-29 13:44:01.939 Z,2022Q2,35952,5018-HEKFO,Female,No internet service,No,No internet service,20111,No,1966-04-13 00:00:00.000 Z,Mailed check,,No,No internet service,759.5,No,Yes,No internet service,Medan,Yes,986722,24.5,No internet service,No,Yes,2278.5,Sumatera Utara,ID,2022-06-14 00:00:00.000 Z,No internet service,Month-to-month,31
1485,2025-10-29 13:44:01.444 Z,2020Q3,-51477,6821-BUXUX,Female,No,No,Yes,90111,Fiber optic,1964-02-04 00:00:00.000 Z,Electronic check,Attitude of support person,No,No,5122.45,Yes,Yes,Yes,Makassar,Yes,1194327,96.65,Yes,No,Yes,25612.25,Sulawesi Selatan,ID,2020-08-24 00:00:00.000 Z,No,Month-to-month,53
1141,2025-10-29 13:44:01.377 Z,2020Q4,-72575,7903-CMPEY,Male,No,Yes,No,60119,Fiber optic,1952-05-07 00:00:00.000 Z,Electronic check,Competitor had better devices,Yes,No,3934.7,Yes,Yes,No,Surabaya,Yes,1127521,80.3,Yes,No,Yes,15738.8,Jawa Timur,ID,2020-12-05 00:00:00.000 Z,No,Month-to-month,49
1620,2025-10-29 13:44:01.473 Z,2021Q3,-29909,3982-XWFZQ,Female,No,No,No,30111,DSL,1972-06-03 00:00:00.000 Z,Electronic check,Competitor offered more data,Yes,No,2060.25,Yes,Yes,No,Palembang,Yes,1047567,50.25,No,No,Yes,8241,Sumatera Selatan,ID,2021-08-13 00:00:00.000 Z,No,Month-to-month,41
1501,2025-10-29 13:44:01.453 Z,2025Q1,-77956,5229-PRWKT,Male,No,No,No,55111,Fiber optic,1977-10-04 00:00:00.000 Z,Electronic check,Attitude of service provider,No,No,-86.55,Yes,Yes,No,Yogyakarta,Yes,1103695,86.55,No,No,Yes,-86.55,DI Yogyakarta,ID,2025-01-26 00:00:00.000 Z,Yes,Month-to-month,-1
6900,2025-10-29 13:44:02.050 Z,2021Q1,-77956,8217-QYOHV,Male,Yes,No,No,55111,DSL,1984-10-05 00:00:00.000 Z,Mailed check,,No,No,2564.5,No,No,No,Yogyakarta,Yes,1103695,55.75,Yes,No,Yes,10258,DI Yogyakarta,ID,2021-02-27 00:00:00.000 Z,No,Month-to-month,46
4148,2025-10-29 13:44:01.787 Z,2023Q2,-29909,5680-LQOGP,Female,Yes,No,Yes,30111,DSL,1980-06-23 00:00:00.000 Z,Credit card (automatic),,No,Yes,1566.55,No,No,Yes,Palembang,Yes,1047567,82.45,Yes,No,Yes,3133.1,Sumatera Selatan,ID,2023-05-21 00:00:00.000 Z,Yes,Two year,19
5247,2025-10-29 13:44:01.893 Z,2022Q4,-69667,9084-OAYKL,Male,No internet service,No,No internet service,50135,No,2004-06-16 00:00:00.000 Z,Mailed check,,No,No internet service,540.8,No,No,No internet service,Semarang,No,1104167,20.8,No internet service,No,Yes,1081.6,Jawa Tengah,ID,2022-10-23 00:00:00.000 Z,No internet service,Two year,26
4132,2025-10-29 13:44:01.786 Z,2023Q2,-69175,5652-MSDEY,Female,No,No,No,40111,Fiber optic,1989-05-16 00:00:00.000 Z,Mailed check,,No,No,1515,No,Yes,No,Bandung,Yes,1076191,75.75,No,No,Yes,3030,Jawa Barat,ID,2023-04-27 00:00:00.000 Z,No,Month-to-month,20
3661,2025-10-29 13:44:01.738 Z,2022Q3,-72575,3893-JRNFS,Male,No,No,No,60119,DSL,1967-12-12 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,1117.2,No,No phone service,No,Surabaya,Yes,1127521,39.9,No,No,No,3.3516e+16,Jawa Timur,ID,2022-09-13 00:00:00.000 Z,Yes,Month-to-month,28
2701,2025-10-29 13:44:01.629 Z,2021Q4,35952,9330-DHBFL,Female,Yes,No,No,20111,DSL,1987-04-05 00:00:00.000 Z,Mailed check,,Yes,Yes,2583.75,No,No,Yes,Medan,Yes,986722,66.25,Yes,No,Yes,10335,Sumatera Utara,ID,2021-10-08 00:00:00.000 Z,No,One year,39
3981,2025-10-29 13:44:01.768 Z,2025Q2,-72575,2740-TVLFN,Male,No,No,No,60119,DSL,1966-11-27 00:00:00.000 Z,Electronic check,,No,No,-200.6,No,Yes,No,Surabaya,Yes,1127521,50.15,No,No,Yes,-200.6,Jawa Timur,ID,2025-04-04 00:00:00.000 Z,No,Month-to-month,-4
495,2025-10-29 13:44:01.246 Z,2021Q2,-69175,6770-XUAGN,Female,No internet service,No,No internet service,40111,No,1970-11-30 00:00:00.000 Z,Electronic check,Attitude of support person,Yes,No internet service,945,Yes,No,No internet service,Bandung,Yes,1076191,21,No internet service,No,Yes,3780,Jawa Barat,ID,2021-04-21 00:00:00.000 Z,No internet service,Month-to-month,45
1006,2025-10-29 13:44:01.353 Z,2024Q4,-72575,9306-CPCBC,Female,No,No,No,60119,Fiber optic,1980-07-29 00:00:00.000 Z,Electronic check,Competitor made better offer,No,No,0,Yes,Yes,No,Surabaya,Yes,1127521,74.25,No,No,Yes,0,Jawa Timur,ID,2024-12-09 00:00:00.000 Z,No,Month-to-month,0
5428,2025-10-29 13:44:01.912 Z,2020Q2,-69175,9200-NLNPD,Male,Yes,No,Yes,40111,DSL,1981-03-27 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,3080.85,No,No phone service,No,Bandung,Yes,1076191,54.05,No,No,No,15404.25,Jawa Barat,ID,2020-04-07 00:00:00.000 Z,Yes,One year,57
3526,2025-10-29 13:44:01.721 Z,2023Q3,-69667,9554-DFKIC,Male,No,No,No,50135,DSL,1971-12-04 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,871.2,No,Yes,No,Semarang,Yes,1104167,54.45,Yes,Yes,Yes,1742.4,Jawa Tengah,ID,2023-09-03 00:00:00.000 Z,No,Month-to-month,16
3973,2025-10-29 13:44:01.767 Z,2024Q4,-69175,7508-KBIMB,Male,No,No,No,40111,DSL,1968-12-13 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,56.25,No,No,No,Bandung,Yes,1076191,56.25,Yes,Yes,Yes,56.25,Jawa Barat,ID,2024-11-15 00:00:00.000 Z,No,One year,1
6823,2025-10-29 13:44:02.041 Z,2022Q4,-62088,0164-XAIRP,Female,No internet service,No,No internet service,10110,No,1966-02-16 00:00:00.000 Z,Bank transfer (automatic),,No,No internet service,508.3,No,No,No internet service,Jakarta,Yes,1068456,19.55,No internet service,No,Yes,1016.6,DKI Jakarta,ID,2022-10-18 00:00:00.000 Z,No internet service,Two year,26
2381,2025-10-29 13:44:01.578 Z,2021Q3,-86705,1536-HBSWP,Female,Yes,No,No,80114,DSL,1993-01-17 00:00:00.000 Z,Electronic check,,No,No,2045.9,No,No,No,Denpasar,Yes,1152126,49.9,No,No,Yes,8183.6,Bali,ID,2021-08-03 00:00:00.000 Z,No,Month-to-month,41
1636,2025-10-29 13:44:01.474 Z,2022Q1,-29909,8111-RKSPX,Male,No,No,No,30111,Fiber optic,1966-10-01 00:00:00.000 Z,Bank transfer (automatic),Service dissatisfaction,No,No,2454.8,Yes,Yes,No,Palembang,Yes,1047567,72.2,No,No,Yes,7.3644e+15,Sumatera Selatan,ID,2022-02-16 00:00:00.000 Z,No,Month-to-month,34
1751,2025-10-29 13:44:01.495 Z,2024Q1,35952,1000-AJSLD,Male,No internet service,No,No internet service,20111,No,1978-06-03 00:00:00.000 Z,Mailed check,Competitor made better offer,No,No internet service,201,Yes,No,No internet service,Medan,Yes,986722,20.1,No internet service,No,Yes,201,Sumatera Utara,ID,2024-03-02 00:00:00.000 Z,No internet service,Month-to-month,10
1461,2025-10-29 13:44:01.442 Z,2023Q4,35952,6629-CZTTH,Male,No,No,No,20111,DSL,1993-10-24 00:00:00.000 Z,Mailed check,Product dissatisfaction,No,No,724.1,Yes,No,No,Medan,Yes,986722,55.7,No,No,Yes,724.1,Sumatera Utara,ID,2023-12-01 00:00:00.000 Z,Yes,Month-to-month,13
2562,2025-10-29 13:44:01.604 Z,2024Q3,-86705,8812-ZRHFP,Female,No,No,No,80114,Fiber optic,1968-08-16 00:00:00.000 Z,Electronic check,,Yes,Yes,259.35,No,No,No,Denpasar,No,1152126,86.45,No,Yes,Yes,259.35,Bali,ID,2024-09-04 00:00:00.000 Z,Yes,One year,3
1370,2025-10-29 13:44:01.422 Z,2021Q1,-77956,0302-JOIVN,Female,No,No,Yes,55111,Fiber optic,1992-05-26 00:00:00.000 Z,Electronic check,Network reliability,Yes,Yes,4855.2,Yes,No,Yes,Yogyakarta,No,1103695,101.15,No,No,Yes,19420.8,DI Yogyakarta,ID,2021-01-02 00:00:00.000 Z,Yes,Month-to-month,48
6668,2025-10-29 13:44:02.025 Z,2023Q2,35952,2834-JKOOW,Female,Yes,No,No,20111,DSL,1992-03-25 00:00:00.000 Z,Mailed check,,No,Yes,963.9,No,No phone service,Yes,Medan,No,986722,45.9,Yes,No,No,1927.8,Sumatera Utara,ID,2023-04-01 00:00:00.000 Z,No,One year,21
6503,2025-10-29 13:44:02.014 Z,2023Q1,35952,7356-IWLFW,Male,No,No,No,20111,Fiber optic,1977-05-26 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,1840,No,Yes,Yes,Medan,Yes,986722,80,No,Yes,Yes,3680,Sumatera Utara,ID,2023-01-19 00:00:00.000 Z,No,Month-to-month,23
5567,2025-10-29 13:44:01.922 Z,2024Q2,-86705,0708-SJDIS,Female,Yes,No,Yes,80114,DSL,1968-07-12 00:00:00.000 Z,Mailed check,,No,No,585,No,Yes,No,Denpasar,No,1152126,65,No,No,Yes,585,Bali,ID,2024-04-05 00:00:00.000 Z,No,Month-to-month,9
4414,2025-10-29 13:44:01.815 Z,2021Q2,-77956,9762-YAQAA,Male,No,No,No,55111,Fiber optic,1983-12-17 00:00:00.000 Z,Credit card (automatic),,No,No,3663,No,Yes,Yes,Yogyakarta,No,1103695,81.4,No,No,Yes,14652,DI Yogyakarta,ID,2021-04-07 00:00:00.000 Z,No,One year,45
6149,2025-10-29 13:44:01.978 Z,2024Q4,-51477,0374-IOEGQ,Female,No,No,No,90111,DSL,1960-02-13 00:00:00.000 Z,Electronic check,,No,No,89.2,No,No,No,Makassar,No,1194327,44.6,No,No,Yes,89.2,Sulawesi Selatan,ID,2024-10-14 00:00:00.000 Z,No,Month-to-month,2
4156,2025-10-29 13:44:01.787 Z,2025Q3,-69667,7271-AJDTL,Female,No,No,Yes,50135,Fiber optic,1960-03-07 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,-661.15,No,Yes,Yes,Semarang,Yes,1104167,94.45,No,No,Yes,-661.15,Jawa Tengah,ID,2025-07-11 00:00:00.000 Z,No,Month-to-month,-7
3158,2025-10-29 13:44:01.681 Z,2020Q2,-62088,8540-ZQGEA,Female,No internet service,No,No internet service,10110,No,1980-02-23 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,1142.85,No,No,No internet service,Jakarta,No,1068456,20.05,No internet service,No,Yes,5714.25,DKI Jakarta,ID,2020-04-24 00:00:00.000 Z,No internet service,Two year,57
905,2025-10-29 13:44:01.333 Z,2022Q4,35952,3834-XUIFC,Male,No,No,No,20111,Fiber optic,2004-08-07 00:00:00.000 Z,Mailed check,Lack of self-service on Website,No,No,2130,Yes,Yes,No,Medan,Yes,986722,85.2,No,No,Yes,4260,Sumatera Utara,ID,2022-11-21 00:00:00.000 Z,Yes,Month-to-month,25
1980,2025-10-29 13:44:01.522 Z,2025Q1,-69667,6837-BJYDQ,Male,No internet service,No,No internet service,50135,No,1977-05-18 00:00:00.000 Z,Mailed check,,No,No internet service,-19.6,No,No,No internet service,Semarang,No,1104167,19.6,No internet service,No,Yes,-19.6,Jawa Tengah,ID,2025-01-04 00:00:00.000 Z,No internet service,One year,-1
3478,2025-10-29 13:44:01.713 Z,2024Q3,-12379,8879-XUAHX,Male,Yes,No,Yes,76113,Fiber optic,1960-07-23 00:00:00.000 Z,Electronic check,,Yes,Yes,465,No,Yes,Yes,Balikpapan,Yes,1168523,116.25,Yes,No,Yes,465,Kalimantan Timur,ID,2024-08-19 00:00:00.000 Z,Yes,Two year,4
4553,2025-10-29 13:44:01.826 Z,2022Q2,-72575,5296-PSYVW,Female,No internet service,No,No internet service,60119,No,2001-12-12 00:00:00.000 Z,Electronic check,,Yes,No internet service,761.05,No,Yes,No internet service,Surabaya,No,1127521,24.55,No internet service,No,Yes,2.28314999999999e+16,Jawa Timur,ID,2022-05-22 00:00:00.000 Z,No internet service,Two year,31
487,2025-10-29 13:44:01.245 Z,2023Q1,-29909,7517-SAWMO,Female,No,No,No,30111,Fiber optic,1962-03-14 00:00:00.000 Z,Electronic check,Attitude of support person,Yes,No,1610.4,Yes,No,No,Palembang,Yes,1047567,73.2,Yes,No,Yes,3220.8,Sumatera Selatan,ID,2023-02-12 00:00:00.000 Z,No,Month-to-month,22
295,2025-10-29 13:44:01.195 Z,2021Q4,-69667,8257-RZAHR,Female,No,No,Yes,50135,DSL,1992-03-15 00:00:00.000 Z,Bank transfer (automatic),Competitor offered more data,Yes,No,2458.6,Yes,Yes,No,Semarang,Yes,1104167,64.7,Yes,No,Yes,7.37579999999999e+15,Jawa Tengah,ID,2021-11-08 00:00:00.000 Z,No,Month-to-month,38
1306,2025-10-29 13:44:01.415 Z,2023Q4,-51477,8008-HAWED,Male,No,No,Yes,90111,DSL,1980-02-04 00:00:00.000 Z,Electronic check,Competitor had better devices,No,Yes,609,Yes,No phone service,No,Makassar,Yes,1194327,50.75,No,No,No,609,Sulawesi Selatan,ID,2023-12-27 00:00:00.000 Z,Yes,Month-to-month,12
3715,2025-10-29 13:44:01.746 Z,2024Q3,-51477,5702-SKUOB,Female,No internet service,No,No internet service,90111,No,1996-03-24 00:00:00.000 Z,Mailed check,,Yes,No internet service,98,No,No,No internet service,Makassar,No,1194327,19.6,No internet service,No,Yes,98,Sulawesi Selatan,ID,2024-07-18 00:00:00.000 Z,No internet service,Month-to-month,5
5199,2025-10-29 13:44:01.892 Z,2025Q2,-62088,0707-HOVVN,Female,Yes,Yes,Yes,10110,DSL,1959-03-22 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,-453,No,Yes,Yes,Jakarta,Yes,1068456,75.5,No,No,Yes,-453,DKI Jakarta,ID,2025-06-11 00:00:00.000 Z,No,Two year,-6
5489,2025-10-29 13:44:01.914 Z,2025Q1,-62088,0114-PEGZZ,Female,No,No,Yes,10110,Fiber optic,2003-09-25 00:00:00.000 Z,Electronic check,,No,Yes,-322.65,No,Yes,Yes,Jakarta,No,1068456,107.55,No,No,Yes,-322.65,DKI Jakarta,ID,2025-03-10 00:00:00.000 Z,Yes,Month-to-month,-3
3832,2025-10-29 13:44:01.756 Z,2020Q2,-69175,3301-LSLWQ,Female,No,No,No,40111,DSL,1988-09-09 00:00:00.000 Z,Electronic check,,No,No,3635.5,No,Yes,No,Bandung,Yes,1076191,66.1,Yes,No,Yes,18177.5,Jawa Barat,ID,2020-06-20 00:00:00.000 Z,Yes,Month-to-month,55
585,2025-10-29 13:44:01.267 Z,2022Q2,-51477,8337-MSSXB,Female,No,No,No,90111,Fiber optic,1971-05-22 00:00:00.000 Z,Electronic check,Attitude of service provider,No,No,2675.3,Yes,No,Yes,Makassar,Yes,1194327,86.3,No,No,Yes,8.0259e+15,Sulawesi Selatan,ID,2022-05-27 00:00:00.000 Z,Yes,Month-to-month,31
3768,2025-10-29 13:44:01.748 Z,2022Q1,-12379,7996-BPXHY,Female,No internet service,No,No internet service,76113,No,1966-03-19 00:00:00.000 Z,Bank transfer (automatic),,Yes,No internet service,875,No,Yes,No internet service,Balikpapan,Yes,1168523,25,No internet service,Yes,Yes,2625,Kalimantan Timur,ID,2022-02-05 00:00:00.000 Z,No internet service,Two year,35
2320,2025-10-29 13:44:01.576 Z,2021Q3,-77956,0374-FIUCA,Male,No internet service,No,No internet service,55111,No,2005-06-22 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,816,No,No,No internet service,Yogyakarta,Yes,1103695,20.4,No internet service,No,Yes,3264,DI Yogyakarta,ID,2021-09-07 00:00:00.000 Z,No internet service,Two year,40
4651,2025-10-29 13:44:01.836 Z,2021Q4,-69175,6968-URWQU,Male,No,No,Yes,40111,DSL,2001-07-15 00:00:00.000 Z,Mailed check,,Yes,No,2084.95,No,No,No,Bandung,Yes,1076191,56.35,No,No,Yes,6.25484999999999e+15,Jawa Barat,ID,2021-12-05 00:00:00.000 Z,No,One year,37
5873,2025-10-29 13:44:01.951 Z,2025Q2,-51477,2455-USLMV,Female,No,No,No,90111,Fiber optic,1993-02-10 00:00:00.000 Z,Credit card (automatic),,No,Yes,-339,No,Yes,No,Makassar,Yes,1194327,84.75,Yes,No,Yes,-339,Sulawesi Selatan,ID,2025-04-26 00:00:00.000 Z,No,Month-to-month,-4
4361,2025-10-29 13:44:01.807 Z,2022Q2,-62088,5766-FTRTS,Male,Yes,No,Yes,10110,DSL,2003-11-27 00:00:00.000 Z,Mailed check,,Yes,Yes,2702.4,No,No,Yes,Jakarta,No,1068456,84.45,Yes,No,Yes,8.1072e+15,DKI Jakarta,ID,2022-05-05 00:00:00.000 Z,Yes,Two year,32
5809,2025-10-29 13:44:01.949 Z,2021Q1,-86705,3370-GQEAL,Male,No,No,Yes,80114,Fiber optic,1961-04-28 00:00:00.000 Z,Electronic check,,Yes,No,3930.7,No,Yes,No,Denpasar,No,1152126,85.45,No,Yes,Yes,15722.8,Bali,ID,2021-03-04 00:00:00.000 Z,No,Month-to-month,46
2512,2025-10-29 13:44:01.601 Z,2023Q2,-86705,5275-PMFUT,Male,Yes,No,Yes,80114,DSL,2002-06-06 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,1296,No,No phone service,Yes,Denpasar,Yes,1152126,64.8,Yes,No,No,2592,Bali,ID,2023-04-14 00:00:00.000 Z,Yes,Two year,20
3395,2025-10-29 13:44:01.703 Z,2024Q2,-72575,7746-QYVCO,Male,No,No,No,60119,DSL,1961-07-16 00:00:00.000 Z,Mailed check,,Yes,No,446.8,No,No,Yes,Surabaya,Yes,1127521,55.85,Yes,No,Yes,446.8,Jawa Timur,ID,2024-04-07 00:00:00.000 Z,No,One year,8
3448,2025-10-29 13:44:01.712 Z,2024Q4,-29909,1345-GKDZZ,Male,No internet service,No,No internet service,30111,No,1977-03-25 00:00:00.000 Z,Mailed check,,No,No internet service,19.55,No,No,No internet service,Palembang,No,1047567,19.55,No internet service,Yes,Yes,19.55,Sumatera Selatan,ID,2024-11-30 00:00:00.000 Z,No internet service,Month-to-month,1
2626,2025-10-29 13:44:01.619 Z,2025Q3,-12379,1452-XRSJV,Female,No,No,No,76113,DSL,1976-04-06 00:00:00.000 Z,Credit card (automatic),,Yes,No,-459.45,No,No,No,Balikpapan,No,1168523,51.05,Yes,Yes,Yes,-459.45,Kalimantan Timur,ID,2025-09-23 00:00:00.000 Z,No,Month-to-month,-9
4398,2025-10-29 13:44:01.808 Z,2021Q1,35952,9919-KNPOO,Female,No,No,Yes,20111,Fiber optic,2004-08-31 00:00:00.000 Z,Electronic check,,Yes,No,4432.1,No,Yes,No,Medan,Yes,986722,94.3,No,No,Yes,17728.4,Sumatera Utara,ID,2021-02-12 00:00:00.000 Z,Yes,Month-to-month,47
3166,2025-10-29 13:44:01.681 Z,2024Q4,-29909,6950-TWMYB,Male,Yes,No,No,30111,Fiber optic,1993-02-26 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,79.95,No,No,Yes,Palembang,Yes,1047567,79.95,No,Yes,Yes,79.95,Sumatera Selatan,ID,2024-11-06 00:00:00.000 Z,No,Two year,1
545,2025-10-29 13:44:01.263 Z,2025Q3,-77956,9734-UYXQI,Female,No,No,No,55111,DSL,1992-05-02 00:00:00.000 Z,Electronic check,Product dissatisfaction,No,No,-345.8,Yes,Yes,No,Yogyakarta,Yes,1103695,49.4,No,No,Yes,-345.8,DI Yogyakarta,ID,2025-07-19 00:00:00.000 Z,No,Month-to-month,-7
